,c1,c2,r1,r2,w,mean effectiveness,mean time until containment,mean difference in met demand,mean difference in arrival time,mean cost per death prevented
131,0.6794763371409906,0.5898821429267264,0.8759162746039767,0.21279124646844833,0.10226481332526288,-0.7585673215100075,23.9,0.13591603564821703,525.3625,3197.214192357171
132,0.47153509420410766,0.5895669875393491,0.6574814821600271,0.24236578273858245,0.7715007543102754,-0.7969784616417448,17.4,0.2977357671383277,757.23125,2437.483610376489
133,0.67830409979494,0.3568541556885796,0.688786310733138,0.28264193849474284,0.8439557845833906,-0.7581601640986222,22.8,0.2176324287572863,559.49375,2868.6525663561515
134,0.4556856739731009,0.5902737503362177,0.7332047964140352,0.1133966988538856,0.7232137310722464,-0.7447000411956711,23.9,0.13499227835659927,493.81875,3509.3210612808516
135,0.6402413115144403,0.5913967538291829,0.06607094548388452,0.5277799853657095,0.01972878223431125,-0.792107657056244,18.9,0.21605934198528748,684.0,2957.7812189142373
136,0.30998679165588156,0.9728040086459111,0.5140594858336478,0.5560033920419399,0.8517530728024663,-0.7401926403764378,23.9,0.28976198079253285,517.15,3245.174540275381
137,0.27334944169869074,0.4988340810163808,0.8775503003231727,0.4390791141762127,0.07418694554948713,-0.8095830296102674,23.7,0.249704203983254,764.475,2499.9689397781704
138,0.7835835198329419,0.5744589952175497,0.7465999307794756,0.26308997262146283,0.026714499508013634,-0.7816658154378492,23.0,0.19707543939411382,638.35,2769.5596283336986
139,0.31842882930795546,0.7885942396051673,0.9302001018416362,0.16396409754002378,0.0013119708592617685,-0.820122866461696,20.1,0.33173683108771723,683.45625,3259.320069145365
140,0.44094759253730903,0.7880492514198196,0.9341259585443077,0.9346605260022323,0.9046275824939599,-0.8272794947005598,15.6,0.45309851968073867,1083.74375,1852.6855476420326
141,0.7797111945234665,0.24950122153085363,0.8304069326257169,0.9897929583989474,0.33916572061512584,-0.8168251782328342,18.5,0.34151864136958754,936.5125,2088.8642883585685
142,0.37327667963717437,0.627179009844028,0.4299213391188737,0.2660813019912173,0.7309450023150323,-0.7459655869713206,21.4,0.2605374898236199,526.71875,3055.6174398971366
143,0.6406343604719075,0.5280710943535103,0.6407428319533465,0.33279950643672984,0.8690891984023266,-0.8254784364698745,21.6,0.3583021567864678,978.475,2089.1849760494338
144,0.4529668993745882,0.5833529689660021,0.8865757400349215,0.09221926242789302,0.5967654541567682,-0.721382522425891,18.7,0.3014730887328874,518.0375,3713.3310825620893
145,0.6251766251521647,0.7363965555744162,0.7219243664000816,0.11192613636229355,0.8822592753546802,-0.8270727303480845,14.3,0.27041615858486256,770.28125,2961.9309742898436
146,0.4493402870370806,0.40979878689434346,0.8951040709020011,0.2817640399057253,0.794599592952188,-0.7623364958146073,22.6,0.21594913440864696,568.125,2753.101633080326
