,Capacity,D,F,I,R,S,T,Uncertainty
25,20,0.017927224,0.430373051,2.31E-05,0.949367839,200779.5508,0.204171151,1.65
26,20,0.009454679,0.455748814,1.73E-05,1.005827352,200779.5412,0.150678065,1.5
0,0,0,0,0,0,346461,0,3
1,0,0.001048227,0.000222878,0.022427389,0.002481784,346460.9965,0,3
2,0,0.004249207,0.001800817,0.056682461,0.011812441,346460.9823,0,3
3,0,0.009709503,0.006143476,0.103641083,0.030952337,346460.9521,0,3
4,0,0.017584669,0.014743787,0.164528979,0.063120076,346460.8998,0,3
5,0,0.028080906,0.029210697,0.240796242,0.111859667,346460.8188,0,3
6,0,0.036918377,0.050296185,0.242852986,0.1702831,346460.7176,0,3
7,0,0.042031956,0.075687823,0.249759424,0.229843371,346460.6099,0,1.9
8,0,0.045512736,0.103756144,0.259463374,0.291441786,346460.4964,0,1.9
9,0,0.048336538,0.133807367,0.271053002,0.355629017,346460.3773,0,1.9
10,0,0.050966172,0.165587053,0.284179375,0.422811901,346460.2523,0,1.9
11,0,0.053628078,0.199051667,0.298748005,0.49334755,346460.1209,0,1.9
12,0,0.056440645,0.234263454,0.314803573,0.56758865,346459.9826,0,1.9
13,0,0.059474139,0.271342958,0.332458842,0.645907745,346459.8368,0,1.9
14,0,0.062778228,0.310448131,0.351868273,0.728710208,346459.6827,0,1.9
15,0,0.066394698,0.351765742,0.37321426,0.816442285,346459.5196,0,1.9
16,0,0.070104295,0.395450942,0.391503578,0.908978816,346459.3475,0,1.9
17,0,0.073821506,0.44150184,0.411487296,1.006149147,346459.1665,0,1.9
18,0,0.077686101,0.489974896,0.432851135,1.108336412,346458.9762,0,1.9
19,0,0.081737618,0.54097995,0.455354909,1.215832265,346458.7759,0,1.9
20,0,0.08599615,0.59464323,0.479077036,1.328922388,346458.5652,0,1.9
21,0,0.090479112,0.651102911,0.504090136,1.447910573,346458.3436,0,1.9
22,0,0.095202381,0.710507764,0.530468125,1.573118279,346458.1103,0,1.9
23,0,0.100181188,0.773016474,0.558286973,1.704885079,346457.8649,0,1.9
24,0,0.10497383,0.83869507,0.57859347,1.842477477,346457.6081,0,1.9
25,0,0.109430311,0.907313279,0.600225667,1.98515302,346457.3412,0,1.9
26,0,0.113817487,0.978752012,0.622942479,2.133200211,346457.0641,0,1.9
0,0,0.25,0,1,0,609893,0,3
1,0,0.262793904,0.159437453,1.775895343,0.336275144,609892.3737,0,3
2,0,0.340712013,0.350055702,2.559377471,0.860582127,609891.4633,0,3
3,0,0.455171903,0.603242061,3.377738778,1.578397382,609890.2257,0,3
4,0,0.592935781,0.937598181,4.246419392,2.500193645,609888.626,0,2
5,0,0.748123881,1.365893413,5.175296484,3.639422561,609886.6317,0,2
6,10,0.394939743,2.183186193,0.001238515,5.18859502,609886.2258,4.49764967,1.95
7,10,0.208356553,2.773291615,0.001141523,6.536303305,609886.0125,3.929486635,1.7
8,10,0.109940335,3.215967062,0.000774868,7.686112034,609885.8998,3.266547555,1.290934308
9,10,0.058036933,3.555571484,0.000684692,8.64701332,609885.8403,2.746428701,1.129156957
10,10,0.030660958,3.826181931,0.000603407,9.459394692,609885.8088,2.33434933,1.011442185
11,10,0.016191596,4.03653347,0.000192181,10.11366562,609885.7921,1.758384642,0.926742072
12,10,0.008546815,4.187894642,2.35E-05,10.59371227,609885.7834,1.243074446,0.873071006
13,10,0.004508603,4.290434737,2.03E-05,10.92274092,609885.7788,0.836765093,0.858113822
14,10,0.002379163,4.359097889,1.95E-05,11.14498444,609885.7763,0.567807124,0.850084515
15,10,0.001256302,4.405620742,1.96E-05,11.29663366,609885.775,0.3902817,0.846005296
16,10,0.000664251,4.437683553,2.00E-05,11.4017541,609885.7743,0.273461502,0.843111838
17,10,0.000352116,4.460315172,2.06E-05,11.47630585,609885.774,0.196885567,0.840977425
18,10,0.000187597,4.476816932,2.14E-05,11.53087459,609885.7738,0.147007463,0.839328143
19,10,0.000100927,4.489360502,2.23E-05,11.57248143,609885.7737,0.114834495,0.837986217
20,10,5.53E-05,4.499376784,2.33E-05,11.60578318,609885.7736,0.094408676,0.836834038
21,10,2.99E-05,4.507160197,8.42E-06,11.63169639,609885.7736,0.068993022,0.835794255
22,10,1.66E-05,4.51295097,8.85E-06,11.6509936,609885.7736,0.052557099,0.834815616
23,10,9.57E-06,4.517463493,9.31E-06,11.66604214,609885.7735,0.042085783,0.834319463
24,10,5.92E-06,4.521168081,9.65E-06,11.67840297,609885.7735,0.035504048,0.833881082
25,10,4.02E-06,4.524368661,1.00E-05,11.68908606,609885.7735,0.03145024,0.833474494
26,10,3.06E-06,4.527265442,1.04E-05,11.69875739,609885.7735,0.029079864,0.833085044
0,0,7,0,28,0,526379,0,3
1,0,6.365112604,4.241810558,30.07100552,7.042379689,526364.8543,0,3
2,0,6.19574004,8.244763416,31.7186466,14.52729877,526350.3961,0,3
3,0,6.248069089,12.21878138,33.20955525,22.38858749,526335.4736,0,3
4,0,6.409994329,16.26526944,34.66918737,30.60535371,526319.9987,0,3
5,0,6.6302268,20.43582697,36.15801243,39.17820346,526303.9117,0,3
6,0,6.881046107,24.75836179,37.61546952,48.10750269,526287.1802,0,2
7,0,7.149910099,29.2473918,39.13591458,57.39710896,526269.7828,0,1.9
8,10,6.348351943,34.51096314,27.27772773,67.43952078,526255.8322,9.995834984,1.9
9,10,5.737844049,39.33168594,25.11440598,76.99163734,526243.0401,9.995834984,1.65
10,10,5.20170715,43.79001171,22.64361949,85.98139406,526231.4045,9.995834984,1.063559698
11,20,3.599493369,48.51056497,6.58807248,94.73216706,526225.1112,19.99166997,0.839046383
12,20,2.172698837,52.27156595,0.037180892,101.9532816,526221.9394,19.99166997,0.669721507
13,30,1.145753695,54.92505081,0.000836857,107.3863112,526220.7675,14.14030318,0.439660336
14,30,0.60420193,56.60534057,0.000441309,111.1900061,526220.1495,9.816229147,0.365801244
15,30,0.318619942,57.67666911,0.00023272,113.8146308,526219.8236,6.731943656,0.355778833
16,30,0.168021089,58.36374324,0.000122723,115.6066248,526219.6518,4.575432876,0.350243034
17,30,0.088604262,58.80657054,6.47E-05,116.8205331,526219.5612,3.088795114,0.346984247
18,30,0.046724584,59.09316324,3.41E-05,117.6379559,526219.5134,2.074479431,0.344996178
19,30,0.02463975,59.27928209,1.80E-05,118.1858851,526219.4882,1.387734031,0.343754252
20,30,0.012993529,59.40049474,9.49E-06,118.5518748,526219.4749,0.925476796,0.342965963
21,30,0.00685201,59.4796201,5.01E-06,118.7956663,526219.4679,0.615714354,0.342460137
22,30,0.00361334,59.5313698,2.64E-06,118.9577102,526219.4642,0.408857755,0.342133109
23,30,0.001905459,59.5652675,1.39E-06,119.0652357,526219.4622,0.271093022,0.341920564
24,30,0.001004825,59.58749936,7.34E-07,119.1364896,526219.4612,0.179536664,0.341781907
25,30,0.000529884,59.60209493,3.87E-07,119.1836575,526219.4607,0.118790847,0.341691211
26,30,0.000279429,59.61168495,2.04E-07,119.2148551,526219.4604,0.078539898,0.34163177
,,,,,,,,
,,,,,,,,
"Objectives: [0.23769567621709728, 26, 0.28758506616928875, 724.0, 116977.81699710754]
",,,,,,,,
